[2023-05-07 22:24:34,641] Register - Step 01: Navigate to 'Register' Page
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 113.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230504192738, moz:geckodriverVersion: 0.33.0, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 11124, moz:profile: C:\Users\DELL\AppData\Local..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: e12b1905-faad-407e-9e0c-38000bdfdc2a
[2023-05-15 01:17:43,706] OS name = windows 10
[2023-05-15 01:17:43,707] 
[2023-05-15 01:17:49,159] Pre-condition - Step 01: Click to 'Login' link
[2023-05-15 01:17:49,830] Pre-condition - Step 02: Add cookie and reload
[2023-05-15 01:17:53,106] OS name = windows 10
[2023-05-15 01:17:53,106] Driver instance name = firefoxdriver: firefox on windows (72ae0dfc-218d-47de-baff-13eac1038122)
[2023-05-15 01:17:53,115] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-5A2TKGA', ip: '192.168.30.102', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.14'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 113.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230504192738, moz:geckodriverVersion: 0.33.0, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 16852, moz:profile: C:\Users\DELL\AppData\Local..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 72ae0dfc-218d-47de-baff-13eac1038122
[2023-05-15 01:18:08,702] Register_01 - Step 01: Click to 'Register' link
[2023-05-15 01:18:09,746] Register_01 - Step 02: Click to 'Register' button
[2023-05-15 01:18:10,386] Register - Step 03: Verify error message at FirstName textbox is displayed
[2023-05-15 01:18:51,024] Register_02 - Step 01: Click to Register link
[2023-05-15 01:18:52,121] Register_02 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:18:52,320] Register_02 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:18:52,456] Register_02 - Step 04: Enter to Invalid Email textbox with value abc@123
[2023-05-15 01:18:52,575] Register_02 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:18:52,691] Register_02 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-15 01:18:52,786] Register_02 - Step 06: Click to 'Register' button
[2023-05-15 01:18:53,254] Register_02 - Step 05: Verify error message at Email textbox is displayed
[2023-05-15 01:18:53,359]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:18:53,367] Register_03 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:18:53,837] Register_03 - Step 02: Enter to Firstname textbox with value is'automation'
[2023-05-15 01:18:53,991] Register_03 - Step 03: Enter to Lastname textbox with value is'FC'
[2023-05-15 01:18:54,118] Register_03 - Step 04: Enter to Email textbox with value is'abc89@gmail.com'
[2023-05-15 01:18:54,254] Register_03 - Step 05: Enter to Password textbox with value is'abc1234'
[2023-05-15 01:18:54,378] Register_03 - Step 06: Enter to ConfirmPassword textbox with value is'abc1234'
[2023-05-15 01:18:54,489] Register_03 - Step 07: Click to 'Register' button
[2023-05-15 01:18:55,294] Register_03 - Step 08: Verify Register success message is displayed
[2023-05-15 01:18:55,402]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:18:55,406] Register_04 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:18:55,839] Register_04 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:18:55,989] Register_04 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:18:56,124] Register_04 - Step 04: Enter to Existing  Email textbox with value abc89@gmail.com
[2023-05-15 01:18:56,252] Register_04 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:18:56,351] Register_04 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-15 01:18:56,459] Register_04 - Step 06: Click to 'Register' button
[2023-05-15 01:18:56,962] Register_04 - Step 05: Verify error existing Email message is displayed
[2023-05-15 01:18:57,084]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:18:57,087] Register_05 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:18:57,550] Register_05 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:18:57,690] Register_05 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:18:57,826] Register_05 - Step 04: Enter to Existing  Email textbox with value abc89@gmail.com
[2023-05-15 01:18:57,936] Register_05 - Step 05: Enter to Password textbox with value 1234
[2023-05-15 01:18:58,040] Register_05 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-15 01:18:58,152] Register_05 - Step 06: Click to 'Register' button
[2023-05-15 01:18:58,475] Register_05 - Step 05: Verify error message at Password textbox is displayed
[2023-05-15 01:18:58,556]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:18:58,558] Register_06 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:18:59,016] Register_06 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:18:59,156] Register_06 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:18:59,298] Register_06 - Step 04: Enter to Existing  Email textbox with value abc89@gmail.com
[2023-05-15 01:18:59,425] Register_06 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:18:59,522] Register_06 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-15 01:18:59,620] Register_06 - Step 06: Click to 'Register' button
[2023-05-15 01:19:00,408] Register_06 - Step 05: Verify error message at Confirm Password textbox is displayed
[2023-05-15 01:19:00,476]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:19:00,479] OS name = windows 10
[2023-05-15 01:19:00,479] Driver instance name = firefoxdriver: firefox on windows (fed3fc57-9295-4b5b-89bb-9782c2f79802)
[2023-05-15 01:21:02,047] Register_01 - Step 01: Click to 'Register' link
[2023-05-15 01:21:02,737] Register_01 - Step 02: Click to 'Register' button
[2023-05-15 01:21:03,150] Register - Step 03: Verify error message at FirstName textbox is displayed
[2023-05-15 01:21:03,222]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:21:03,222] Register - Step 04: Verify error message at LastName textbox is displayed
[2023-05-15 01:21:03,279]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:21:03,279] Register - Step 05: Verify error message at Email textbox is displayed
[2023-05-15 01:21:03,360]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:21:03,360] Register - Step 06: Verify error message at Password textbox is displayed
[2023-05-15 01:21:03,425]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:21:03,425] Register - Step 07: Verify error message at  Confirm Password textbox is displayed
[2023-05-15 01:21:03,480]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:21:03,485] Register_02 - Step 01: Click to Register link
[2023-05-15 01:21:04,031] Register_02 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:21:04,189] Register_02 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:21:04,329] Register_02 - Step 04: Enter to Invalid Email textbox with value abc@123
[2023-05-15 01:21:04,443] Register_02 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:21:04,533] Register_02 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-15 01:21:04,634] Register_02 - Step 06: Click to 'Register' button
[2023-05-15 01:21:05,209] Register_02 - Step 05: Verify error message at Email textbox is displayed
[2023-05-15 01:21:05,300]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:21:05,305] Register_03 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:21:05,760] Register_03 - Step 02: Enter to Firstname textbox with value is'automation'
[2023-05-15 01:21:05,913] Register_03 - Step 03: Enter to Lastname textbox with value is'FC'
[2023-05-15 01:21:06,044] Register_03 - Step 04: Enter to Email textbox with value is'abc718@gmail.com'
[2023-05-15 01:21:06,180] Register_03 - Step 05: Enter to Password textbox with value is'abc1234'
[2023-05-15 01:21:06,282] Register_03 - Step 06: Enter to ConfirmPassword textbox with value is'abc1234'
[2023-05-15 01:21:06,381] Register_03 - Step 07: Click to 'Register' button
[2023-05-15 01:21:07,220] Register_03 - Step 08: Verify Register success message is displayed
[2023-05-15 01:21:07,306]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:21:07,310] Register_04 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:21:07,776] Register_04 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:21:07,934] Register_04 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:21:08,071] Register_04 - Step 04: Enter to Existing  Email textbox with value abc718@gmail.com
[2023-05-15 01:21:08,198] Register_04 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:21:08,299] Register_04 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-15 01:21:08,411] Register_04 - Step 06: Click to 'Register' button
[2023-05-15 01:21:08,862] Register_04 - Step 05: Verify error existing Email message is displayed
[2023-05-15 01:21:08,989]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:21:08,992] Register_05 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:21:09,432] Register_05 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:21:09,617] Register_05 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:21:09,757] Register_05 - Step 04: Enter to Existing  Email textbox with value abc718@gmail.com
[2023-05-15 01:21:09,895] Register_05 - Step 05: Enter to Password textbox with value 1234
[2023-05-15 01:21:10,010] Register_05 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-15 01:21:10,380] Register_05 - Step 06: Click to 'Register' button
[2023-05-15 01:21:11,176] Register_05 - Step 05: Verify error message at Password textbox is displayed
[2023-05-15 01:21:11,274]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:21:11,276] Register_06 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:21:12,032] Register_06 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:21:12,140] Register_06 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:21:12,245] Register_06 - Step 04: Enter to Existing  Email textbox with value abc718@gmail.com
[2023-05-15 01:21:12,321] Register_06 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:21:12,433] Register_06 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-15 01:21:12,538] Register_06 - Step 06: Click to 'Register' button
[2023-05-15 01:21:13,274] Register_06 - Step 05: Verify error message at Confirm Password textbox is displayed
[2023-05-15 01:21:53,837] OS name = windows 10
[2023-05-15 01:21:53,838] Driver instance name = firefoxdriver: firefox on windows (2df5d245-54a7-4925-a5eb-e832275ab1d4)
[2023-05-15 01:23:21,953] Register_01 - Step 01: Click to 'Register' link
[2023-05-15 01:23:23,112] Register_01 - Step 02: Click to 'Register' button
[2023-05-15 01:23:23,854] Register - Step 03: Verify error message at FirstName textbox is displayed
[2023-05-15 01:24:04,505] Register_02 - Step 01: Click to Register link
[2023-05-15 01:24:05,731] Register_02 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:24:05,918] Register_02 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:24:06,050] Register_02 - Step 04: Enter to Invalid Email textbox with value abc@123
[2023-05-15 01:24:06,171] Register_02 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:24:06,278] Register_02 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-15 01:24:06,371] Register_02 - Step 06: Click to 'Register' button
[2023-05-15 01:24:07,046] Register_02 - Step 05: Verify error message at Email textbox is displayed
[2023-05-15 01:24:07,117]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:24:07,124] Register_03 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:24:07,830] Register_03 - Step 02: Enter to Firstname textbox with value is'automation'
[2023-05-15 01:24:07,908] Register_03 - Step 03: Enter to Lastname textbox with value is'FC'
[2023-05-15 01:24:07,985] Register_03 - Step 04: Enter to Email textbox with value is'abc3985@gmail.com'
[2023-05-15 01:24:08,087] Register_03 - Step 05: Enter to Password textbox with value is'abc1234'
[2023-05-15 01:24:08,192] Register_03 - Step 06: Enter to ConfirmPassword textbox with value is'abc1234'
[2023-05-15 01:24:08,281] Register_03 - Step 07: Click to 'Register' button
[2023-05-15 01:24:09,236] Register_03 - Step 08: Verify Register success message is displayed
[2023-05-15 01:24:09,308]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:24:09,310] Register_04 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:24:09,960] Register_04 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:24:10,047] Register_04 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:24:10,124] Register_04 - Step 04: Enter to Existing  Email textbox with value abc3985@gmail.com
[2023-05-15 01:24:10,204] Register_04 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:24:10,280] Register_04 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-15 01:24:10,374] Register_04 - Step 06: Click to 'Register' button
[2023-05-15 01:24:11,048] Register_04 - Step 05: Verify error existing Email message is displayed
[2023-05-15 01:24:11,106]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:24:11,109] Register_05 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:24:11,786] Register_05 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:24:11,887] Register_05 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:24:11,980] Register_05 - Step 04: Enter to Existing  Email textbox with value abc3985@gmail.com
[2023-05-15 01:24:12,060] Register_05 - Step 05: Enter to Password textbox with value 1234
[2023-05-15 01:24:12,147] Register_05 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-15 01:24:12,225] Register_05 - Step 06: Click to 'Register' button
[2023-05-15 01:24:12,938] Register_05 - Step 05: Verify error message at Password textbox is displayed
[2023-05-15 01:24:48,933] Register_06 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:24:49,039] OS name = windows 10
[2023-05-15 01:24:49,040] Driver instance name = firefoxdriver: firefox on windows (88d87db5-c992-46de-9c4d-8b898360f06c)
[2023-05-15 01:24:49,045] Tried to run command without establishing a connection
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-5A2TKGA', ip: '192.168.30.102', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.14'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 113.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230504192738, moz:geckodriverVersion: 0.33.0, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 10404, moz:profile: C:\Users\DELL\AppData\Local..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 88d87db5-c992-46de-9c4d-8b898360f06c
[2023-05-15 01:25:03,885] Register_01 - Step 01: Click to 'Register' link
[2023-05-15 01:25:05,071] Register_01 - Step 02: Click to 'Register' button
[2023-05-15 01:25:05,465] Register - Step 03: Verify error message at FirstName textbox is displayed
[2023-05-15 01:25:05,640]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:25:05,641] Register - Step 04: Verify error message at LastName textbox is displayed
[2023-05-15 01:25:05,721]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:25:05,722] Register - Step 05: Verify error message at Email textbox is displayed
[2023-05-15 01:25:05,786]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:25:05,786] Register - Step 06: Verify error message at Password textbox is displayed
[2023-05-15 01:25:05,846]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:25:05,846] Register - Step 07: Verify error message at  Confirm Password textbox is displayed
[2023-05-15 01:25:05,914]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:25:05,920] Register_02 - Step 01: Click to Register link
[2023-05-15 01:25:06,723] Register_02 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:25:06,827] Register_02 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:25:06,942] Register_02 - Step 04: Enter to Invalid Email textbox with value abc@123
[2023-05-15 01:25:07,041] Register_02 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:25:07,131] Register_02 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-15 01:25:07,214] Register_02 - Step 06: Click to 'Register' button
[2023-05-15 01:25:07,910] Register_02 - Step 05: Verify error message at Email textbox is displayed
[2023-05-15 01:25:07,994]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:25:08,000] Register_03 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:25:08,717] Register_03 - Step 02: Enter to Firstname textbox with value is'automation'
[2023-05-15 01:25:08,812] Register_03 - Step 03: Enter to Lastname textbox with value is'FC'
[2023-05-15 01:25:08,917] Register_03 - Step 04: Enter to Email textbox with value is'abc9279@gmail.com'
[2023-05-15 01:25:09,013] Register_03 - Step 05: Enter to Password textbox with value is'abc1234'
[2023-05-15 01:25:09,129] Register_03 - Step 06: Enter to ConfirmPassword textbox with value is'abc1234'
[2023-05-15 01:25:09,233] Register_03 - Step 07: Click to 'Register' button
[2023-05-15 01:25:10,262] Register_03 - Step 08: Verify Register success message is displayed
[2023-05-15 01:25:10,333]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:25:10,335] Register_04 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:25:10,841] Register_04 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:25:10,944] Register_04 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:25:11,037] Register_04 - Step 04: Enter to Existing  Email textbox with value abc9279@gmail.com
[2023-05-15 01:25:11,153] Register_04 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:25:11,325] Register_04 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-15 01:25:11,436] Register_04 - Step 06: Click to 'Register' button
[2023-05-15 01:25:12,179] Register_04 - Step 05: Verify error existing Email message is displayed
[2023-05-15 01:25:12,243]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:25:12,246] Register_05 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:25:12,973] Register_05 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:25:13,069] Register_05 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:25:13,151] Register_05 - Step 04: Enter to Existing  Email textbox with value abc9279@gmail.com
[2023-05-15 01:25:13,248] Register_05 - Step 05: Enter to Password textbox with value 1234
[2023-05-15 01:25:13,348] Register_05 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-15 01:25:13,441] Register_05 - Step 06: Click to 'Register' button
[2023-05-15 01:25:14,176] Register_05 - Step 05: Verify error message at Password textbox is displayed
[2023-05-15 01:25:54,761] Register_06 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:25:56,075] Register_06 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:25:56,180] Register_06 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:25:56,291] Register_06 - Step 04: Enter to Existing  Email textbox with value abc9279@gmail.com
[2023-05-15 01:25:56,383] Register_06 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:25:56,455] Register_06 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-15 01:25:56,532] Register_06 - Step 06: Click to 'Register' button
[2023-05-15 01:25:57,233] Register_06 - Step 05: Verify error message at Confirm Password textbox is displayed
[2023-05-15 01:26:32,253] OS name = windows 10
[2023-05-15 01:26:32,253] Driver instance name = firefoxdriver: firefox on windows (ba84becf-7c32-4da6-9038-bd56bbeabc0f)
[2023-05-15 01:26:32,269] Browsing context has been discarded
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'DESKTOP-5A2TKGA', ip: '192.168.30.102', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.14'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 113.0, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20230504192738, moz:geckodriverVersion: 0.33.0, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 12324, moz:profile: C:\Users\DELL\AppData\Local..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: ba84becf-7c32-4da6-9038-bd56bbeabc0f
[2023-05-15 01:26:46,561] Register_01 - Step 01: Click to 'Register' link
[2023-05-15 01:26:47,752] Register_01 - Step 02: Click to 'Register' button
[2023-05-15 01:26:48,097] Register - Step 03: Verify error message at FirstName textbox is displayed
[2023-05-15 01:26:48,190]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:26:48,190] Register - Step 04: Verify error message at LastName textbox is displayed
[2023-05-15 01:26:48,264]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:26:48,264] Register - Step 05: Verify error message at Email textbox is displayed
[2023-05-15 01:26:48,306]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:26:48,306] Register - Step 06: Verify error message at Password textbox is displayed
[2023-05-15 01:26:48,374]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:26:48,374] Register - Step 07: Verify error message at  Confirm Password textbox is displayed
[2023-05-15 01:26:48,434]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:26:48,442] Register_02 - Step 01: Click to Register link
[2023-05-15 01:26:48,930] Register_02 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:26:49,112] Register_02 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:26:49,254] Register_02 - Step 04: Enter to Invalid Email textbox with value abc@123
[2023-05-15 01:26:49,373] Register_02 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:26:49,462] Register_02 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-15 01:26:49,589] Register_02 - Step 06: Click to 'Register' button
[2023-05-15 01:26:50,095] Register_02 - Step 05: Verify error message at Email textbox is displayed
[2023-05-15 01:26:50,248]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:26:50,252] Register_03 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:26:50,771] Register_03 - Step 02: Enter to Firstname textbox with value is'automation'
[2023-05-15 01:26:50,916] Register_03 - Step 03: Enter to Lastname textbox with value is'FC'
[2023-05-15 01:26:51,051] Register_03 - Step 04: Enter to Email textbox with value is'abc9959@gmail.com'
[2023-05-15 01:26:51,172] Register_03 - Step 05: Enter to Password textbox with value is'abc1234'
[2023-05-15 01:26:51,268] Register_03 - Step 06: Enter to ConfirmPassword textbox with value is'abc1234'
[2023-05-15 01:26:51,378] Register_03 - Step 07: Click to 'Register' button
[2023-05-15 01:26:52,130] Register_03 - Step 08: Verify Register success message is displayed
[2023-05-15 01:26:52,231]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:26:52,234] Register_04 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:26:52,680] Register_04 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:26:52,833] Register_04 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:26:52,981] Register_04 - Step 04: Enter to Existing  Email textbox with value abc9959@gmail.com
[2023-05-15 01:26:53,100] Register_04 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:26:53,197] Register_04 - Step 06: Enter to Confirm Password textbox with value abc1234
[2023-05-15 01:26:53,296] Register_04 - Step 06: Click to 'Register' button
[2023-05-15 01:26:53,741] Register_04 - Step 05: Verify error existing Email message is displayed
[2023-05-15 01:26:53,884]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:26:53,891] Register_05 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:26:54,448] Register_05 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:26:54,592] Register_05 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:26:54,763] Register_05 - Step 04: Enter to Existing  Email textbox with value abc9959@gmail.com
[2023-05-15 01:26:54,873] Register_05 - Step 05: Enter to Password textbox with value 1234
[2023-05-15 01:26:54,982] Register_05 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-15 01:26:55,091] Register_05 - Step 06: Click to 'Register' button
[2023-05-15 01:26:55,408] Register_05 - Step 05: Verify error message at Password textbox is displayed
[2023-05-15 01:26:55,478]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:26:55,481] Register_06 - Step 01: Navigate to 'Register' Page
[2023-05-15 01:26:55,929] Register_06 - Step 02: Enter to FirstName textbox with value automation
[2023-05-15 01:26:56,070] Register_06 - Step 03: Enter to LastName textbox with value FC
[2023-05-15 01:26:56,214] Register_06 - Step 04: Enter to Existing  Email textbox with value abc9959@gmail.com
[2023-05-15 01:26:56,338] Register_06 - Step 05: Enter to Password textbox with value abc1234
[2023-05-15 01:26:56,435] Register_06 - Step 06: Enter to Confirm Password textbox with value 1234
[2023-05-15 01:26:56,544] Register_06 - Step 06: Click to 'Register' button
[2023-05-15 01:26:57,332] Register_06 - Step 05: Verify error message at Confirm Password textbox is displayed
[2023-05-15 01:26:57,387]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:26:57,390] OS name = windows 10
[2023-05-15 01:26:57,390] Driver instance name = firefoxdriver: firefox on windows (a56306d6-33f3-4bcd-8a78-a9db2f8a0c47)
[2023-05-15 01:27:56,527] Pre-condition - Step 01: Navigate to 'Register' Page
[2023-05-15 01:27:57,728] Pre-condition - Step 02: Enter to Firstname textbox with value is'automation'
[2023-05-15 01:27:57,884] Pre-condition - Step 03: Enter to Lastname textbox with value is'FC'
[2023-05-15 01:27:58,029] Pre-condition - Step 04: Enter to Email textbox with value is'abc3302@gmail.com'
[2023-05-15 01:27:58,163] Pre-condition - Step 05: Enter to Password textbox with value is'abc1234'
[2023-05-15 01:27:58,286] Pre-condition - Step 06: Enter to ConfirmPassword textbox with value is'abc1234'
[2023-05-15 01:27:58,408] Pre-condition - Step 07: Click to 'Register' button
[2023-05-15 01:27:59,265] Pre-condition - Step 08: Verify Register success message is displayed
[2023-05-15 01:27:59,342]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:27:59,360] Login_01 - Step 01: Click to 'Login' link
[2023-05-15 01:27:59,897] Login_01 - Step 02: Click to 'Login' button
[2023-05-15 01:28:00,248] Login_01 - Step 03: Verify error message at Email textbox is displayed
[2023-05-15 01:28:00,357]  -------------------------- PASSED -------------------------- 
[2023-05-15 01:28:00,365] Login_02 - Step 01: Click to 'Login' link
[2023-05-15 01:28:00,861] Login_02 - Step 02: Enter to Invalid Email textbox with value abc@123
